"Invoice";"Quantity";"Product";"PurchasePrice (Unit)";"Section"
"FFCC141265";1800;"P5072";0.099798;"Seccion C"
"FFCC141265";1200;"P5080";0.1122;"Seccion E"
"FFCC141265";57600;"P5081";0.00453;"Seccion B"
"FFCC141265";9521;"P5097";0.3002743826602223;"Seccion A"
"FFCC141265";1200;"P5101";0.11665799999999998;"Seccion A"
"FFCC141265";3000;"P5102";0.09394199999999998;"Seccion C"
"FFCC141265";5980;"P5103";0.22695818667264994;"Seccion A"
"FFCC141265";3127;"P5104";0.2683648288660306;"Seccion D"
"FFCC141265";16036;"P5111";9.543439895644813;"Seccion C"
"FFCC141265";7512;"P5117";0.33984635636261196;"Seccion B"
"FFCC141265";4345;"P5119";0.2361007361112735;"Seccion D"
"FFCC141265";3853;"P5130";0.3315820334062;"Seccion B"
"FFCC141265";3506;"P5132";0.2413674978744904;"Seccion A"
"FFCC141265";6891;"P5138";0.24560458330378956;"Seccion D"
"FFCC141265";7490;"P5145";0.19772381163967395;"Seccion A"
"FFCC141265";14400;"P5162";0.07458;"Seccion B"
"FFCC141265";3894;"P5169";0.19098407466208026;"Seccion C"
"FFCC141265";13890;"P5241";0.038196874230467616;"Seccion E"
"FFCC141265";7941;"P5179";0.6101710192758388;"Seccion C"
"FFCC141265";4200;"P5180";0.22309199999999998;"Seccion C"
"FFCC141265";25652;"P4021";0.17870951959209067;"Seccion C"
"FFCC141265";3600;"P4039";0.05082;"Seccion A"
"FFCC141265";2714;"P5052";0.0995095450918896;"Seccion E"
"FFCC141265";9000;"P7003";0.036;"Seccion C"
"FFCC141265";2400;"MP028221";0.058499999999999996;"Seccion C"
"FFCC141265";1502;"P5251";0.12486737655388758;"Seccion C"
"FFCC141265";9787;"P4305";0.10570145168428925;"Seccion B"
"FFCC141265";9000;"P4383";0.291558;"Seccion B"
"FFCC141265";1330;"P4464";0.5475922320724315;"Seccion A"
"FFCC141265";5348;"P5083";0.07086379482465405;"Seccion C"
"FFCC141265";43873;"P5092";0.04136564656934184;"Seccion D"
"FFCC141265";51000;"P5154";0.0495;"Seccion F"
"FFCC141265";2175;"P5181";0.3134064949746421;"Seccion B"
"FFCC141265";3785;"P5187";0.3605412764828735;"Seccion D"
"FFCC141265";600;"P5289";0.31878;"Seccion B"
"FFCC141265";2400;"MP02958";0.026652;"Seccion B"
"FFCC141265";1800;"MP029143";0.12011999999999999;"Seccion E"
"FFCC141265";1200;"P4162";0.0624;"Seccion F"
"FFCC141265";720;"P4193";0.073596;"Seccion A"
"FFCC141265";5317;"P4207";0.1813197140268748;"Seccion F"
"FFCC141265";3000;"P4216";0.061709999999999994;"Seccion F"
"FFCC141265";1108;"P4231";0.11903328231913754;"Seccion C"
"FFCC141265";4766;"P4237";0.12316129305414954;"Seccion E"
"FFCC141265";7550;"P4250";0.10007097923859247;"Seccion C"
"FFCC141265";4157;"P4270";0.18011849173185765;"Seccion E"
"FFCC141265";2811;"P4278";0.17763905384168802;"Seccion E"
"FFCC141265";3000;"P4293";0.1419;"Seccion B"
"FFCC141265";1200;"P4319";0.094596;"Seccion D"
"FFCC141265";1920;"P4322";0.14322;"Seccion D"
"FFCC141265";8640;"P4353";0.2545608240983386;"Seccion D"
"FFCC141265";1200;"P4354";0.1584;"Seccion B"
"FFCC141265";9816;"P4439";0.6507951835145914;"Seccion C"
"FFCC141265";15780;"P5131";0.2485408192725669;"Seccion B"
"FFCC141265";2400;"P4171";0.13463999999999998;"Seccion E"
"FFCC141265";2583;"MP02202";0.1936899007094023;"Seccion F"
"FFCC141265";166090;"P4222";0.151843586229031;"Seccion D"
"FFCC141265";600;"P4271";0.09174;"Seccion E"
"FFCC141265";57340;"P5069";0.08256910118187422;"Seccion C"
"FFCC141265";115887;"P5220";0.0573641178588667;"Seccion E"
"FFCC141265";1056;"P5033";0.17654222895298644;"Seccion D"
"FFCC141265";9000;"P4214";0.095304;"Seccion D"
"FFCC141265";8699;"P4263";0.1559036732285921;"Seccion D"
"FFCC141265";1906;"MP028222";0.019059910857184736;"Seccion D"
"FFCC141272";90;"P98187";1.7724134281110704;"Seccion F"
"FFCC141272";60;"P9012";0.384;"Seccion B"
"FFCC141272";73;"P9487T";1.4078323462716642;"Seccion C"
"FFCC141272";114;"P9481T";2.5658297087306217;"Seccion E"
"FFCC141272";68;"P9254T";2.0708423190516365;"Seccion C"
"FFCC141272";30;"P9491";0.72;"Seccion D"
"FFCC141272";77;"P9250";1.3190662167173879;"Seccion B"
"FFCC141272";90;"P9226T";1.3172829115386344;"Seccion A"
"FFCC141272";56;"P9227T";1.69082786151609;"Seccion B"
"FFCC141272";41;"P9239T";1.8683219358946945;"Seccion C"
"FFCC141272";93;"P9250";1.3190662167173879;"Seccion A"
"FFCC141272";167;"P9251T";3.184308677142675;"Seccion E"
"FFCC141272";65;"P9254T";2.0708423190516365;"Seccion B"
"FFCC141272";190;"P9280";1.4611246992995026;"Seccion F"
"FFCC141272";64;"P9300T";1.0835321560515947;"Seccion E"
"FFCC141272";125;"P9301T";2.3299303695735323;"Seccion D"
"FFCC141272";184;"P9331";1.3037822659875544;"Seccion C"
"FFCC141272";60;"P9340T";1.2539999999999998;"Seccion E"
"FFCC141272";174;"P9375";2.5250732437610304;"Seccion F"
"FFCC141272";30;"P9377T";1.2899999999999998;"Seccion E"
"FFCC141272";99;"P9476";1.1553512900428455;"Seccion C"
"FFCC141272";98;"P9481T";2.5658297087306217;"Seccion E"
"FFCC141272";101;"P98101";1.2375276257126906;"Seccion C"
"FFCC141272";138;"P98193";1.7563300439797283;"Seccion B"
"FFCC141272";119;"P9864T";2.18765918279807;"Seccion A"
"FFCC141272";129;"P9875";1.105282852455077;"Seccion B"
"FFCC141272";54;"P9895";0.594;"Seccion E"
"FFCC141272";130;"P9239T";1.8683219358946945;"Seccion D"
"FFCC141272";30;"P9247T";1.056;"Seccion B"
"FFCC141272";104;"P9277";0.8906289499669394;"Seccion C"
"FFCC141272";60;"P9289";0.714;"Seccion B"
"FFCC141272";90;"P9319T";1.086;"Seccion B"
"FFCC141272";30;"P9325";0.46199999999999997;"Seccion F"
"FFCC141272";57;"P9344T";1.427383327583003;"Seccion E"
"FFCC141272";72;"P9117";0.45599999999999996;"Seccion F"
"FFCC141272";100;"P9123";0.5111155880199774;"Seccion D"
"FFCC141272";102;"P9320T";2.4564839706839603;"Seccion B"
"FFCC141272";64;"P9160T";1.1253106058423559;"Seccion F"
"FFCC141272";30;"P9232T";1.086;"Seccion E"
"FFCC141272";85;"P9235T";2.0605084615871045;"Seccion A"
"FFCC141272";127;"P9254T";2.0708423190516365;"Seccion B"
"FFCC141272";169;"P9262";1.9244321014487757;"Seccion E"
"FFCC141272";90;"P9335T";1.2779999999999998;"Seccion F"
"FFCC141272";30;"P9344T";1.427383327583003;"Seccion C"
"FFCC141272";186;"P9371";2.1162929274585967;"Seccion B"
"FFCC141272";42;"P9814T";0.774;"Seccion D"
"FFCC141272";30;"P98192T";0.63;"Seccion E"
"FFCC141272";91;"P9823";1.0569554125829714;"Seccion C"
"FFCC141272";135;"P9854";1.4074307825410346;"Seccion E"
"FFCC141272";60;"P9874";0.576;"Seccion C"
"FFCC141272";60;"P9876";0.486;"Seccion B"
"FFCC141272";30;"P9892";0.738;"Seccion D"
"FFCC141272";42;"SE9041";3.9;"Seccion E"
"FFCC141272";42;"P9466";0.78;"Seccion E"
"FFCC141272";95;"SE9005";9.412305975501955;"Seccion B"
"FFCC141274";3103;"P6108M";0.0473238617102909;"Seccion F"
"FFCC141275";5892;"MP03513";0;"Seccion D"
"FFCC141276";1282;"MP019110";3.210375217139011;"Seccion C"
"FFCC141276";1285;"MP019450";4.217443628083806;"Seccion C"
"FFCC141277";66;"MP04998";4.1819999999999995;"Seccion E"
"FFCC141277";72;"MP04999";3.982381729287752;"Seccion A"
"FFCC141280";470;"MP04209";0.46895999999999993;"Seccion A"
"FFCC141283";340;"MP019401";1.4796;"Seccion B"
"FFCC141285";42;"MP019205";2.466806384204411;"Seccion B"
"FFCC141289";1412;"MP04244";0.5507525449734406;"Seccion C"
"FFCC141294";1948;"MP02953";0.048365016538999876;"Seccion D"
"FFCC141294";2400;"MP02918";0.030036;"Seccion F"
"FFCC141294";2319;"MP02903";0.019567914129045717;"Seccion B"
"FFCC141294";256;"MP02948";0.043215304078849284;"Seccion D"
"FFCC141301";3116;"MP02829";0.42142869967690405;"Seccion F"
"FFCC141311";180660;"MP03112";0.01272;"Seccion F"
"FFCC141313";24422;"P6229";0.03709247025686163;"Seccion E"
"FFCC141313";2580;"P6095";0.02328;"Seccion C"
"FFCC141313";7064;"P6115";0.13534994402040124;"Seccion C"
"FFCC141313";2400;"P2064";0.03138;"Seccion D"
"FFCC141342";628;"P5284";0.2685695209646583;"Seccion B"
"FFCC141358";9600;"P5419";0.0276;"Seccion C"
"FFCC141358";3000;"P4756";0.0768;"Seccion D"
"FFCC141376";553;"MP019110";3.210375217139011;"Seccion C"
"FFCC141376";494;"MP019423";1.098;"Seccion C"
"FFCC141376";634;"MP019432";2.5437360265180224;"Seccion E"
"FFCC141388";1559;"MP024119";0.22153405901592307;"Seccion D"
"FFCC141388";6000;"MP02479";0.12095399999999999;"Seccion E"
"FFCC141389";2;"MP019110";3.210375217139011;"Seccion D"
"FFCC141428";551;"MP019604";1.4759506917604457;"Seccion B"
"FFCC141429";1975;"MP019602";2.451214957596396;"Seccion E"
"FFCC141430";42300;"MP02701";0.147822;"Seccion B"
"FFCC141431";21480;"MP03306";0.010067999999999999;"Seccion C"
"FFCC141432";484;"MP019307";3.74993522153668;"Seccion F"
"FFCC141433";471017;"MP03501";0.0012586322351189477;"Seccion A"
"FFCC141434";156;"MP04997";6.619198519496932;"Seccion A"
"FFCC141435";33523;"DEP02455";0.1877267838837645;"Seccion C"
"FFCC141435";13766;"DEP02459";0.24090719856515155;"Seccion B"
"FFCC141436";60;"P9160T";1.5095101026639626;"Seccion D"
"FFCC141436";156;"P9183";1.515652355543305;"Seccion D"
"FFCC141436";48;"P9237T";1.878305185157652;"Seccion B"
"FFCC141436";36;"P9238T";1.122;"Seccion D"
"FFCC141436";95;"P9239T";3.346033217010231;"Seccion E"
"FFCC141436";174;"P9250";2.6944926857767513;"Seccion F"
"FFCC141436";120;"P9254T";2.8641566308465447;"Seccion D"
"FFCC141436";60;"P9270";0.612;"Seccion F"
"FFCC141436";134;"P9280";1.03538274869905;"Seccion B"
"FFCC141436";147;"P9319T";3.556559251566554;"Seccion A"
"FFCC141436";150;"P9337T";3.1438675741470097;"Seccion C"
"FFCC141436";60;"P9339T";1.2539999999999998;"Seccion E"
"FFCC141436";60;"P9344T";0.9899999999999999;"Seccion E"
"FFCC141436";57;"P9497";1.1473226701047783;"Seccion F"
"FFCC141436";633;"P9802";1.4247115250595375;"Seccion E"
"FFCC141436";42;"P9814T";0.774;"Seccion E"
"FFCC141436";191;"P9815T";2.11595387558366;"Seccion E"
"FFCC141436";45;"P98180";0.642;"Seccion D"
"FFCC141436";100;"P98193";1.2671414606952522;"Seccion F"
"FFCC141436";92;"P9862T";1.3576046371754908;"Seccion B"
"FFCC141436";164;"P9872";1.6245480188769852;"Seccion D"
"FFCC141436";159;"P9875";1.3704705655809335;"Seccion D"
"FFCC141436";72;"P9117";0.45599999999999996;"Seccion C"
"FFCC141436";83;"P9263";1.5769251715127761;"Seccion E"
"FFCC141436";51;"SE9902E";2.3915269693555814;"Seccion B"
"FFCC141436";48;"P9342T";1.571966396582686;"Seccion D"
"FFCC141436";36;"P9231T";1.086;"Seccion F"
"FFCC141436";90;"P9235T";1.086;"Seccion C"
"FFCC141436";30;"P9247T";1.056;"Seccion C"
"FFCC141436";173;"P9289";1.0275544836211419;"Seccion C"
"FFCC141436";62;"P9293T";1.1415207493779187;"Seccion D"
"FFCC141436";30;"P9321T";1.182;"Seccion D"
"FFCC141436";90;"P9326";0.42;"Seccion B"
"FFCC141436";186;"P9345";1.9707154005206413;"Seccion C"
"FFCC141436";76;"P9352";0.8168060915484007;"Seccion F"
"FFCC141436";152;"P9358";1.5601545566789774;"Seccion E"
"FFCC141436";48;"P9362";1.032;"Seccion B"
"FFCC141436";142;"P9386";1.4293534376016652;"Seccion E"
"FFCC141436";109;"P9487T";1.7050444064058627;"Seccion A"
"FFCC141436";60;"P9811";1.178160270310905;"Seccion E"
"FFCC141436";60;"P9866T";0.57;"Seccion C"
"FFCC141436";87;"P9874";0.8333403355091336;"Seccion C"
"FFCC141436";192;"P9876";1.5546934303071867;"Seccion E"
"FFCC141436";219;"P9123";1.123547851462923;"Seccion C"
"FFCC141436";305;"P9520";0;"Seccion E"
"FFCC141440";16266;"MP03141";0.024913070126894286;"Seccion B"
"FFCC141440";7771;"MP03157";0.02617754897972356;"Seccion B"
"FFCC141441";979;"MP019450";4.029860559735075;"Seccion A"
"FFCC141441";475;"MP019432";2.134855757994734;"Seccion A"
"FFCC141441";1685;"MP019423";2.4233844713445505;"Seccion C"
"FFCC141442";12429;"MP02849";0.03728721479130002;"Seccion F"
"FFCC141443";3186;"MP02959";0.06119999999999999;"Seccion E"
"FFCC141443";7164;"MP02418";0.1880578052615769;"Seccion C"
"FFCC141443";14878;"MP02437";0.1854085844884082;"Seccion E"
"FFCC141443";3102;"MP02808";0.0324;"Seccion A"
"FFCC141443";2157;"MP02413";0.0594;"Seccion B"
"FFCC141443";3193;"MP02963";0.08087103162547776;"Seccion C"
"FFCC141443";6848;"MP02409";0.21195516681557408;"Seccion B"
"FFCC141444";1272;"MP04244";0.5280709883924272;"Seccion B"
"FFCC141444";882;"MP04205";0.4451749567538494;"Seccion C"
"FFCC141445";1327;"MP019110";2.937281039818424;"Seccion A"
"FFCC141446";6048;"MP028111";0.3023757552726085;"Seccion A"
"FFCC141446";1082;"SE2019";1.6231309101017972;"Seccion C"
"FFCC141449";14400;"P6050";0.025679999999999998;"Seccion E"
"FFCC141449";12000;"P3057";0.02712;"Seccion E"
"FFCC141449";11086;"P2075";0.054431529424437894;"Seccion B"
"FFCC141492";1916;"P5284";0.2705584576082768;"Seccion D"
"FFCC141495";1645;"P6224";0.1645403412857414;"Seccion C"
"FFCC141496";2807;"P6148";0.2806671088273935;"Seccion D"
"FFCC141500";579;"MP04209";0.468966;"Seccion B"
"FFCC141501";2965;"MP03122";0.11307679934618775;"Seccion E"
"FFCC141501";9891;"MP03121";0.1292459569274398;"Seccion C"
"FFCC141505";1026;"P9025";0.5147999999999999;"Seccion D"
"FFCC141505";60;"P9039";0.5633788667994629;"Seccion B"
"FFCC141505";239;"P9039";0.5633788667994629;"Seccion F"
"FFCC141505";530;"P9072T";1.0911781234557367;"Seccion E"
"FFCC141505";151;"P9072T";1.0911781234557367;"Seccion C"
"FFCC141505";180;"P9129";0.6;"Seccion E"
"FFCC141505";450;"P9133";0.6839999999999999;"Seccion A"
"FFCC141505";285;"P9134";1.035919549976362;"Seccion B"
"FFCC141505";120;"P9134";1.035919549976362;"Seccion F"
"FFCC141505";2536;"P9137";1.2330076201231437;"Seccion E"
"FFCC141505";1008;"P9137";1.2330076201231437;"Seccion B"
"FFCC141505";855;"P9151";0.8718904261018308;"Seccion D"
"FFCC141505";382;"P9168";0.875954355574906;"Seccion B"
"FFCC141505";233;"P9168";0.875954355574906;"Seccion D"
"FFCC141505";129;"P9171";0.5999051259370989;"Seccion B"
"FFCC141505";60;"P9171";0.5999051259370989;"Seccion B"
"FFCC141505";656;"P9185";0.7518813166427125;"Seccion C"
"FFCC141505";387;"P9193";0.6089168177135346;"Seccion C"
"FFCC141505";374;"P9194";1.2341293900655754;"Seccion E"
"FFCC141505";288;"P9198";1.0344082570408013;"Seccion D"
"FFCC141505";372;"P9205";0.9944647832927274;"Seccion C"
"FFCC141505";352;"P9236T";1.0558341001940887;"Seccion B"
"FFCC141505";269;"P9248T";0.9426893423118291;"Seccion E"
"FFCC141505";536;"P9249";1.7852987514101804;"Seccion E"
"FFCC141505";261;"P9260";0.9855865060961035;"Seccion F"
"FFCC141505";180;"P9272";0.348;"Seccion E"
"FFCC141505";136;"P9282";0.4356303996182729;"Seccion C"
"FFCC141505";120;"P9291T";0.3918;"Seccion B"
"FFCC141505";387;"P9318T";0.4532295049157991;"Seccion C"
"FFCC141505";60;"P9323";0.4386;"Seccion C"
"FFCC141505";273;"P9350";0.9790483824822351;"Seccion D"
"FFCC141505";209;"P9816";0.6759830673528794;"Seccion A"
"FFCC141505";73;"P9187";0.45095522247466613;"Seccion D"
"FFCC141505";160;"P9213";0.8675147713750674;"Seccion F"
"FFCC141505";299;"P9259";1.0452443857862233;"Seccion C"
"FFCC141505";125;"P9317";0.6792539449920396;"Seccion D"
"FFCC141505";698;"P9357";0.814092368663262;"Seccion D"
"FFCC141505";348;"P9830";0.844065112194681;"Seccion F"
"FFCC141505";266;"P9884";1.2873817116836899;"Seccion D"
"FFCC141505";58697;"SE91000";0.2915295087221958;"Seccion B"
"FFCC141508";5386;"MP03513";0;"Seccion E"
"FFCC141509";4611;"MP07040";0.30282448251060323;"Seccion E"
"FFCC141509";3000;"MP07040";0.30282448251060323;"Seccion E"
"FFCC141509";2097;"MP07027";0.33441547586047343;"Seccion E"
"FFCC141509";1109;"MP07034";0.20901103449670938;"Seccion C"
"FFCC141509";835;"MP07034";0.20901103449670938;"Seccion E"
"FFCC141509";600;"MP07047";0.12312;"Seccion D"
"FFCC141509";1093;"MP07045";0.286888956723598;"Seccion D"
"FFCC141509";864;"MP07045";0.286888956723598;"Seccion D"
"FFCC141509";6302;"MP07001";0.4192529026837588;"Seccion B"
"FFCC141509";19399;"MP07001";0.4192529026837588;"Seccion B"
"FFCC141509";15599;"MP07002";0.1270372636122774;"Seccion F"
"FFCC141509";12948;"MP07002";0.1270372636122774;"Seccion B"
"FFCC141509";3284;"MP07018";0.2101742265413191;"Seccion E"
"FFCC141509";5100;"MP07039";0.08909254111885076;"Seccion D"
"FFCC141509";17141;"MP07039";0.08909254111885076;"Seccion C"
"FFCC141509";1487;"MP02527";1.0522618324071418;"Seccion B"
"FFCC141509";2273;"MP07144";0.5147377400714716;"Seccion D"
"FFCC141509";728;"MP02547";1.122683531042532;"Seccion A"
"FFCC141513";600;"MP02961";0.48;"Seccion C"
"FFCC141527";25368;"MP03122";0.11307679934618775;"Seccion F"
"FFCC141528";18840;"MP03122";0.11307679934618775;"Seccion B"
"FFCC141529";5400;"MP03122";0.11307679934618775;"Seccion F"
"FFCC141530";64788;"MP03501Z";0.0008875979899836758;"Seccion C"
"FFCC141548";19874;"MP02922";0.03487060493019737;"Seccion B"
"FFCC141548";19552;"MP02974";0.04366718736835178;"Seccion C"
"FFCC141548";13833;"MP02925";0.03761006701336914;"Seccion B"
"FFCC141549";2039;"MP019307";3.74993522153668;"Seccion A"
"FFCC141551";60000;"P5051";0.03516;"Seccion C"
"FFCC141551";6300;"P5159";0.0525;"Seccion A"
"FFCC141552";8892;"MP02895";0.007735753586758658;"Seccion E"
"FFCC141552";3600;"MP02896";0.0135;"Seccion C"
"FFCC141553";5847;"P6089";0.07746785858674193;"Seccion B"
"FFCC141554";48827;"MP02416";0.07486849377487592;"Seccion E"
"FFCC141620";77073;"MP03119";0.059266670113233944;"Seccion F"
"FFCC141620";99900;"MP03139";0.027133392302569878;"Seccion C"
"FFCC141620";6048;"MP03149";0.03258;"Seccion C"
"FFCC141622";237480;"MP03502";0.0023454825837367892;"Seccion C"
"FFCC141622";180000;"MP03501";0.0012586322351189477;"Seccion E"
"FFCC141623";85574;"MP03504";0.014376500653002933;"Seccion D"
"FFCC141625";1388;"MP02904";0.02720875438301324;"Seccion D"
"FFCC141625";3714;"MP02915";0.03774773354321632;"Seccion B"
"FFCC141625";3518;"MP02916";0.0255662592067554;"Seccion C"
"FFCC141625";1224;"MP02917";0.014765942787796181;"Seccion C"
"FFCC141625";1615;"MP028145";0.006442164815685793;"Seccion F"
"FFCC141625";1200;"MP02920";0.010037999999999998;"Seccion E"
"FFCC141625";1633;"MP02904";0.02720875438301324;"Seccion D"
"FFCC141625";2775;"MP02980";0.08590033145856885;"Seccion E"
"FFCC141626";387;"MP02948";0.04354374127364669;"Seccion A"
"FFCC141628";1;"MP02437";206.2209595750195;"Seccion B"
"FFCC141629";1;"MP02437";206.2209595750195;"Seccion C"
"FFCC141630";1;"MP02437";206.2209595750195;"Seccion D"
"FFCC141647";1020;"MP019110";2.937281039818424;"Seccion E"
"FFCC141647";790;"MP019423";2.4233844713445505;"Seccion F"
"FFCC141647";737;"MP019432";2.134855757994734;"Seccion D"
"FFCC141656";18031;"MP02853";0.17129681723833529;"Seccion D"
"FFCC141672";915;"MP019602";2.451214957596396;"Seccion D"
"FFCC141673";1617;"MP019602";2.451214957596396;"Seccion B"
"FFCC141674";985;"MP07032";0.22559566727325234;"Seccion D"
"FFCC141676";3288;"MP02522";0.48;"Seccion B"
"FFCC141676";3145;"MP025123";1.1081825342051494;"Seccion A"
"FFCC141676";1089;"MP025119";1.3970584848555432;"Seccion E"
"FFCC141676";1115;"MP025104";0.9992981812557868;"Seccion D"
"FFCC141676";6065;"MP02532";0.9434890340233926;"Seccion D"
"FFCC141676";3000;"MP02519";0.6754244298178074;"Seccion F"
"FFCC141676";2274;"MP02519";0.6754244298178074;"Seccion A"
"FFCC141676";2862;"MP02544";1.0701907429988682;"Seccion D"
"FFCC141676";684;"MP02574";0.642;"Seccion D"
"FFCC141676";1892;"MP025233";0.8485004893262844;"Seccion B"
"FFCC141676";485;"MP025435";0.726928424922658;"Seccion E"
"FFCC141676";931;"MP025459";1.8823603792085755;"Seccion E"
"FFCC141676";2160;"MP02536";0.44999999999999996;"Seccion E"
"FFCC141676";3157;"MP02590";2.0378437060081045;"Seccion A"
"FFCC141676";1340;"MP02542";0.5934855164156008;"Seccion C"
"FFCC141676";180;"MP025287";0.702;"Seccion B"
"FFCC141676";1140;"MP02573";0.672;"Seccion C"
"FFCC141676";2067;"MP025188";1.869220419737222;"Seccion B"
"FFCC141676";847;"MP025378";1.7786544699735858;"Seccion C"
"FFCC141676";2063;"MP02577";1.0520603251520737;"Seccion B"
"FFCC141676";1032;"MP025138";0.6;"Seccion C"
"FFCC141676";3960;"MP025279";2.0173831514172296;"Seccion E"
"FFCC141676";600;"MP025265";1.3139999999999998;"Seccion D"
"FFCC141676";1068;"MP025260";0.432;"Seccion B"
"FFCC141676";368;"MP025433";0.6613736676049498;"Seccion D"
"FFCC141676";3208;"MP02566";1.419461990179001;"Seccion A"
"FFCC141676";1696;"MP025320";1.4383969420394938;"Seccion B"
"FFCC141676";662;"MP025269";0.7232412843588719;"Seccion E"
"FFCC141676";7060;"MP02595";1.6914087953120287;"Seccion B"
"FFCC141676";621;"MP025390";0.9755952345796108;"Seccion C"
"FFCC141676";624;"MP025316";0.738;"Seccion D"
"FFCC141676";721;"MP025405";1.4677122647661678;"Seccion B"
"FFCC141676";391;"MP02586";0.7348003294482404;"Seccion C"
"FFCC141676";419;"MP025452";0.9386073224187012;"Seccion B"
"FFCC141676";4821;"MP02581";1.7320487946697511;"Seccion D"
"FFCC141676";2139;"MP025441";1.6075074308066875;"Seccion D"
"FFCC141676";5999;"MP025229";1.3249824611017544;"Seccion F"
"FFCC141676";264;"MP025449";0.72;"Seccion C"
"FFCC141676";120;"MP02573";0.672;"Seccion B"
"FFCC141680";1551;"MP024128";0.1892557419237465;"Seccion C"
"FFCC141680";1200;"MP02201";0.12054;"Seccion C"
"FFCC141681";124;"P9178";0.4325603279265935;"Seccion C"
"FFCC141681";159;"P9295T";1.447153696772242;"Seccion D"
"FFCC141681";240;"P9300T";1.4666997127548926;"Seccion E"
"FFCC141681";60;"P9371";0.6839999999999999;"Seccion C"
"FFCC141681";155;"P9824";1.4856530163787833;"Seccion A"
"FFCC141681";149;"P9825";1.664993763024108;"Seccion C"
"FFCC141681";224;"P9833";0.951702110276726;"Seccion E"
"FFCC141681";108;"P9834";1.1199510286351617;"Seccion E"
"FFCC141681";60;"P9370";0.438;"Seccion D"
"FFCC141681";299;"P9218";2.0926019196366017;"Seccion E"
"FFCC141681";96;"P9362";1.032;"Seccion D"
"FFCC141681";240;"P9157T";1.122;"Seccion C"
"FFCC141681";88;"P9387";0.9575086475823892;"Seccion C"
"FFCC141681";67;"P9487T";1.7050444064058627;"Seccion C"
"FFCC141681";198;"P9333";1.7259529303651542;"Seccion B"
"FFCC141681";60;"P9382";0.594;"Seccion C"
"FFCC141681";131;"P9315";0.7732796458729242;"Seccion C"
"FFCC141681";80;"P9325";1.0628551558465897;"Seccion D"
"FFCC141681";48;"P9342T";1.571966396582686;"Seccion E"
"FFCC141681";180;"P9387";0.9575086475823892;"Seccion A"
"FFCC141681";85;"P9343T";1.863246835572328;"Seccion D"
"FFCC141681";120;"P98192T";0.63;"Seccion B"
"FFCC141681";70;"P9809";0.6278623961544022;"Seccion E"
"FFCC141681";317;"P98156T";1.4596712079617895;"Seccion E"
"FFCC141681";167;"P9183";1.515652355543305;"Seccion B"
"FFCC141681";103;"P9341T";2.143255913314021;"Seccion E"
