IDSupplier;Product;Year;num_invoices;avg_lead_time_real;total_amount_eur;on_time_rate
PROV1756;P9477;2019;13;23,266666666666666;2514,4630891470747;0,9333333333333333
PROV1061;P9331;2016;13;25,23076923076923;1905,6612101964279;0,9230769230769231
PROV1485;P4756;2016;13;21,733333333333334;10912,06947683571;0,6
PROV1485;P4229;2016;13;26,714285714285715;17643,280592509913;0,5
PROV1485;P4279;2016;13;27,307692307692307;27008,893879562773;0,46153846153846156
PROV1485;P4353;2017;13;27,076923076923077;29705,128268163862;0,46153846153846156
PROV1485;P4375;2016;13;27,307692307692307;6200,687228724382;0,46153846153846156
PROV1485;P5145;2016;13;27,307692307692307;6738,615605990308;0,46153846153846156
PROV1485;P5179;2017;13;26,692307692307693;41312,28434588106;0,46153846153846156
PROV1485;MP02559;2015;13;27,153846153846153;53344,58289357257;0,38461538461538464
PROV1485;P5416;2017;13;29,6875;55332,77166930099;0,375
PROV1485;P4756;2017;13;27,214285714285715;8068,023341077891;0,35714285714285715
PROV1485;P5070;2015;13;30,0;9309,74013589045;0,35714285714285715
PROV1485;P5072;2015;13;30,0;8732,412015426355;0,35714285714285715
PROV1485;P5133;2015;13;32,5;120097,45183796709;0,35714285714285715
PROV1485;P4222;2015;13;31,375;134754,55498381803;0,3125
PROV1485;P4222;2016;13;31,384615384615383;81229,71074109491;0,3076923076923077
PROV1485;P4267;2015;13;31,46153846153846;14527,853461073248;0,3076923076923077
PROV1485;P4371;2015;13;31,46153846153846;45777,645223303014;0,3076923076923077
PROV1485;P4375;2015;13;31,46153846153846;5819,644191270548;0,3076923076923077
PROV1485;P4439;2015;13;31,46153846153846;36665,34662582405;0,3076923076923077
PROV1485;P5179;2015;13;31,46153846153846;18812,21263112793;0,3076923076923077
PROV1485;P5241;2015;13;31,46153846153846;18130,837880202536;0,3076923076923077
PROV1485;P6137;2019;13;35,2;7023,695329136756;0,26666666666666666
PROV1485;P4473;2019;13;37,15384615384615;14588,158279388435;0,23076923076923078
PROV1485;P5220;2019;13;39,76923076923077;154213,88858091715;0,23076923076923078
PROV1485;P4305;2018;13;30,357142857142858;16671,39078689244;0,21428571428571427
PROV1485;P5133;2019;13;37,642857142857146;33350,240361519536;0,21428571428571427
PROV40002330;MP019401;2015;13;27,846153846153847;22769,437189748955;0,15384615384615385
PROV1650;MP04244;2020;13;32,357142857142854;35303,30644766535;0,14285714285714285
PROV1734;MP03121;2018;13;32,92857142857143;108750,99795125128;0,14285714285714285
PROV1485;P5092;2020;13;28,8;52479,54991607693;0,13333333333333333
PROV40000520;MP019423;2021;13;28,307692307692307;19092,39972640317;0,07692307692307693
PROV1734;MP03153;2018;13;30,785714285714285;50475,683913929286;0,07142857142857142
PROV40000187;MP02437;2016;13;34,0;33890,52038405343;0,0
PROV40000850;MP04998;2018;13;31,285714285714285;18498,54356678889;0,0
PROV40002330;MP019307;2014;13;34,84615384615385;51547,04584988028;0,0
PROV1756;P9580;2019;12;22,466666666666665;9083,126687930835;1,0
PROV1976;P9324;2019;12;24,166666666666668;3000,003086216269;1,0
PROV1585;MP025228;2016;12;28,466666666666665;69483,59078302422;0,9333333333333333
PROV1585;MP02519;2016;12;29,571428571428573;278174,84739598236;0,9285714285714286
PROV1003;MP03513;2019;12;23,76923076923077;0,0;0,9230769230769231
PROV1756;P9558;2019;12;21,23076923076923;2321,5267562883337;0,9230769230769231
PROV1061;P9280;2015;12;27,166666666666668;914,0113418263668;0,9166666666666666
PROV1061;P9481T;2016;12;26,916666666666668;5135,076783410988;0,9166666666666666
PROV1475;MP02559;2016;12;33,416666666666664;53475,86871345006;0,9166666666666666
PROV1976;P9521T;2019;12;23,5;3901,7749582798497;0,9166666666666666
PROV1976;P9574;2019;12;24,25;2910,9092312446537;0,9166666666666666
PROV1475;MP02532;2019;12;27,2;98093,31244134056;0,8666666666666667
PROV1597;MP07041;2015;12;34,13333333333333;28205,329039762466;0,8666666666666667
PROV1756;P9344T;2015;12;28,466666666666665;6588,317982310217;0,8666666666666667
PROV1475;MP02559;2019;12;23,857142857142858;137515,85801404476;0,8571428571428571
PROV1976;P9583T;2019;12;28,0;6666,9333621047135;0,8461538461538461
PROV1976;P9497;2019;12;27,5;2359,3835521324195;0,8333333333333334
PROV1756;P9335T;2015;12;31,285714285714285;7121,647803923601;0,7857142857142857
PROV1756;P9476;2015;12;30,846153846153847;2509,7276176606715;0,7692307692307693
PROV1485;P4185;2017;12;20,166666666666668;10448,598448307499;0,6666666666666666
PROV1485;P4234;2017;12;21,75;10887,78640089739;0,5833333333333334
PROV1485;P4255;2017;12;21,75;3074,3348726716104;0,5833333333333334
PROV1485;P4263;2017;12;22,416666666666668;29522,476487835946;0,5833333333333334
PROV1485;P4224;2016;12;25,25;11409,927322433567;0,5
PROV1485;P5070;2017;12;25,333333333333332;15576,497373538077;0,5
PROV1485;P4214;2016;12;28,53846153846154;50859,10736009515;0,46153846153846156
PROV1485;P4293;2017;12;25,923076923076923;21661,37379819109;0,46153846153846156
PROV1485;P5241;2016;12;26,46153846153846;21937,18403445197;0,46153846153846156
PROV1485;P5241;2017;12;23,142857142857142;50033,2061704455;0,42857142857142855
PROV1485;P5247;2016;12;28,142857142857142;10276,230940066429;0,42857142857142855
PROV1485;P4176;2016;12;28,083333333333332;26369,92707036754;0,4166666666666667
PROV1485;P4188;2017;12;25,666666666666668;13454,485382880914;0,4166666666666667
PROV1485;P4235;2016;12;28,083333333333332;7893,90789569224;0,4166666666666667
PROV1485;P4263;2016;12;28,083333333333332;11142,884693912623;0,4166666666666667
PROV1485;P4267;2016;12;28,083333333333332;17521,054102509206;0,4166666666666667
PROV1485;P4409;2018;12;31,333333333333332;62620,612264494644;0,4166666666666667
PROV1485;P4438;2016;12;28,083333333333332;13836,938668469322;0,4166666666666667
PROV1485;P5117;2016;12;28,083333333333332;9738,778867491488;0,4166666666666667
PROV1485;P5138;2016;12;28,083333333333332;8759,140331862358;0,4166666666666667
PROV1485;P5158;2018;12;30,0;12141,344737656516;0,4166666666666667
PROV1485;P4011;2015;12;31,583333333333332;4785,251291506406;0,3333333333333333
PROV1485;P4176;2015;12;31,25;19393,47653773222;0,3333333333333333
PROV1485;P4189;2015;12;30,416666666666668;6934,655284955879;0,3333333333333333
PROV1485;P4190;2015;12;31,25;4786,411450985817;0,3333333333333333
PROV1485;P4235;2015;12;31,583333333333332;11477,926772689081;0,3333333333333333
PROV1485;P4237;2015;12;30,416666666666668;3036,6381117554324;0,3333333333333333
PROV1485;P4263;2018;12;32,5;31221,969513360502;0,3333333333333333
PROV1485;P4359;2015;12;31,583333333333332;5556,238074143604;0,3333333333333333
PROV1485;P4381;2020;12;29,666666666666668;40581,816335471056;0,3333333333333333
PROV1485;P5247;2017;12;30,0;13457,702340416325;0,3333333333333333
PROV1485;P6120;2015;12;29,25;4901,04035808275;0,3333333333333333
PROV1485;P4169;2019;12;34,61538461538461;50083,09048943882;0,3076923076923077
PROV1485;P5083;2019;12;34,61538461538461;56897,42007141781;0,3076923076923077
PROV1485;P5440;2017;12;29,23076923076923;28888,31551571135;0,3076923076923077
PROV1485;P4185;2019;12;36,083333333333336;21676,4745512065;0,25
PROV1485;P4190;2019;12;36,083333333333336;13344,06678997371;0,25
PROV1485;P4204;2015;12;29,916666666666668;8226,620782233074;0,25
PROV1485;P4214;2015;12;33,833333333333336;26154,176756984754;0,25
PROV1485;P4234;2019;12;36,083333333333336;15624,291779384996;0,25
PROV1485;P4349;2019;12;36,083333333333336;5063,259568176535;0,25
PROV1485;P4371;2018;12;33,166666666666664;109457,63587879865;0,25
PROV1485;P4383;2019;12;36,083333333333336;77475,23470363891;0,25
PROV1485;P4422;2019;12;36,083333333333336;59613,23266321629;0,25
PROV1485;P4437;2019;12;36,083333333333336;43688,5321979585;0,25
PROV1485;P4756;2018;12;30,5;7522,1601940259125;0,25
PROV1485;P5092;2019;12;38,583333333333336;35844,81186483391;0,25
PROV1485;P5131;2019;12;36,833333333333336;12760,459306131124;0,25
PROV1485;P5154;2015;12;33,166666666666664;99211,83515443715;0,25
PROV1485;P5154;2020;12;30,916666666666668;188073,74071525;0,25
PROV1485;P5162;2019;12;36,083333333333336;26561,146302871988;0,25
PROV1485;P5208;2019;12;36,833333333333336;7153,087872935553;0,25
PROV1485;P5241;2019;12;36,083333333333336;38134,43986481071;0,25
PROV1485;P7003;2019;12;36,083333333333336;44971,57723125271;0,25
PROV40000850;MP04997;2017;12;25,666666666666668;36179,98463709861;0,25
PROV40001000;MP02700;2015;12;32,75;32409,219791106927;0,25
PROV1734;MP03122;2015;12;26,076923076923077;51038,3489241186;0,23076923076923078
PROV1485;MP02532;2015;12;30,285714285714285;46951,418338215655;0,21428571428571427
PROV40000850;MP04995;2016;12;26,666666666666668;25287,610629634797;0,16666666666666666
PROV1650;MP04244;2019;12;34,166666666666664;57159,02461147687;0,0
PROV1061;P9839;2015;11;27,384615384615383;1370,3678571588343;1,0
PROV1061;P9839;2016;11;22,142857142857142;3664,095942381364;1,0
PROV1475;MP02519;2016;11;34,07692307692308;109922,98119416062;0,9230769230769231
PROV1585;MP02519;2021;11;31,53846153846154;293558,6435415496;0,9230769230769231
PROV1585;MP025441;2016;11;31,692307692307693;63001,67793523022;0,9230769230769231
PROV1756;P9117;2019;11;27,53846153846154;1545,724962596024;0,9230769230769231
PROV1756;P9483;2019;11;24,692307692307693;4203,606524007949;0,9230769230769231
PROV1756;P9492;2019;11;24,076923076923077;2844,1926778435463;0,9230769230769231
PROV1756;P9892;2019;11;24,0;1251,0694578869354;0,9230769230769231
PROV1061;P9277;2016;11;20,583333333333332;1389,8229791976416;0,9166666666666666
PROV1061;P98102;2016;11;26,416666666666668;1572,2254464433636;0,9166666666666666
PROV1585;MP07161;2018;11;28,583333333333332;15047,416198150382;0,9166666666666666
PROV1756;P9330;2019;11;20,833333333333332;1999,7503413829918;0,9166666666666666
PROV1756;P9371;2019;11;21,916666666666668;2096,2703805697165;0,9166666666666666
PROV1976;P9572;2019;11;24,545454545454547;2715,819028061142;0,9090909090909091
PROV1756;P9227T;2019;11;25,214285714285715;4533,52892661999;0,8571428571428571
PROV1976;P9585T;2019;11;30,307692307692307;3825,035792176693;0,8461538461538461
PROV1061;P9324;2015;11;30,818181818181817;2163,264419410841;0,8181818181818182
PROV1756;P9247T;2015;11;31,727272727272727;2509,845144324644;0,8181818181818182
PROV1061;P98193;2015;11;35,38461538461539;2616,907200242028;0,7692307692307693
PROV1597;MP07027;2015;11;35,69230769230769;11818,105895689694;0,7692307692307693
PROV1756;P9344T;2016;11;30,083333333333332;10457,486422362523;0,75
PROV1976;P9491;2018;11;33,333333333333336;7911,490034590035;0,75
PROV1976;P9839;2018;11;33,083333333333336;1858,443388348004;0,75
PROV1756;P9289;2016;11;33,0;3959,9681178344554;0,7272727272727273
PROV1756;P9335T;2016;11;31,214285714285715;11068,153259551678;0,7142857142857143
PROV1976;P9583T;2018;11;34,0;7364,754009830388;0,6666666666666666
PROV1485;P4234;2016;11;23,636363636363637;9514,970685152646;0,5454545454545454
PROV1485;P5179;2016;11;24,0;19931,28905572674;0,5384615384615384
PROV1485;P4190;2016;11;27,545454545454547;6086,988931529568;0,45454545454545453
PROV1485;P4278;2016;11;25,90909090909091;5580,215316858838;0,45454545454545453
PROV1485;P4310;2016;11;27,0;2926,002482443555;0,45454545454545453
PROV1485;P4381;2018;11;29,90909090909091;35113,6010446665;0,45454545454545453
PROV1485;P4433;2018;11;29,90909090909091;49546,9210165447;0,45454545454545453
PROV1485;P4439;2018;11;29,545454545454547;80507,00709562347;0,45454545454545453
PROV1485;P5070;2016;11;28,09090909090909;11061,44567311444;0,45454545454545453
PROV1485;P5162;2017;11;26,09090909090909;39342,28490892626;0,45454545454545453
PROV1485;P5169;2016;11;26,181818181818183;5604,15291835471;0,45454545454545453
PROV1485;P5169;2017;11;26,09090909090909;10318,31894156005;0,45454545454545453
PROV1485;P6120;2017;11;26,636363636363637;7313,528014888031;0,45454545454545453
PROV40001000;MP02701;2017;11;27,636363636363637;246283,6910521534;0,45454545454545453
PROV1485;P4177;2016;11;29,181818181818183;2333,7570126897945;0,36363636363636365
PROV1485;P4185;2016;11;29,181818181818183;11525,800272162483;0,36363636363636365
PROV1485;P4189;2017;11;25,818181818181817;16440,878677652207;0,36363636363636365
PROV1485;P4278;2015;11;30,0;4956,039489015434;0,36363636363636365
PROV1485;P4278;2018;11;32,54545454545455;8165,478832360144;0,36363636363636365
PROV1485;P4383;2015;11;31,363636363636363;47918,21661391354;0,36363636363636365
PROV1485;P4438;2015;11;28,818181818181817;8684,1851030084;0,36363636363636365
PROV1485;P5104;2015;11;30,272727272727273;3153,011299424197;0,36363636363636365
PROV1485;P5117;2018;11;33,63636363636363;12458,616498593308;0,36363636363636365
PROV1485;P5119;2016;11;29,181818181818183;6507,133787141978;0,36363636363636365
PROV1485;P5138;2017;11;27,09090909090909;16670,831109393137;0,36363636363636365
PROV1485;P5158;2017;11;26,636363636363637;8826,94043392919;0,36363636363636365
PROV1485;P7003;2015;11;31,272727272727273;15536,422479599292;0,36363636363636365
PROV1485;P5072;2019;11;35,166666666666664;15340,002216119836;0,3333333333333333
PROV1485;P5446;2017;11;25,75;69083,927103309;0,3333333333333333
PROV1485;P4177;2018;11;32,09090909090909;6155,554123980583;0,2727272727272727
PROV1485;P4189;2018;11;34,81818181818182;11443,896988428089;0,2727272727272727
PROV1485;P4201;2018;11;34,27272727272727;6592,149884602064;0,2727272727272727
PROV1485;P4234;2018;11;35,0;8913,64979525372;0,2727272727272727
PROV1485;P4263;2015;11;31,727272727272727;13664,217542440902;0,2727272727272727
PROV1485;P4263;2019;11;34,54545454545455;13956,231698663345;0,2727272727272727
PROV1485;P4353;2019;11;34,54545454545455;44555,82983269382;0,2727272727272727
PROV1485;P4437;2018;11;32,90909090909091;21556,369994692173;0,2727272727272727
PROV1485;P5097;2015;11;31,545454545454547;8854,380372037564;0,2727272727272727
PROV1485;P5101;2019;11;35,18181818181818;5744,77727570042;0,2727272727272727
PROV1485;P5119;2019;11;34,54545454545455;5215,991499890683;0,2727272727272727
PROV1485;P5131;2015;11;31,454545454545453;12424,95223063732;0,2727272727272727
PROV1485;P7003;2018;11;31,90909090909091;33657,13199108891;0,2727272727272727
PROV40002330;MP019307;2021;11;28,636363636363637;55537,92724191187;0,2727272727272727
PROV41000980;MP02895;2015;11;27,083333333333332;672,9907977927569;0,25
PROV1485;P5220;2020;11;32,92857142857143;78241,15460960785;0,21428571428571427
PROV1485;P9903E;2015;11;33,07142857142857;39948,01642443714;0,21428571428571427
PROV40000500;MP03501;2015;11;35,46666666666667;6697,224115671717;0,2
PROV1485;P4189;2019;11;38,36363636363637;19488,8053349841;0,18181818181818182
PROV1485;P4220;2019;11;38,0;5779,2480488407455;0,18181818181818182
PROV1485;P4222;2019;11;39,81818181818182;112020,72962157527;0,18181818181818182
PROV1485;P4224;2019;11;38,36363636363637;21424,19340830783;0,18181818181818182
PROV1485;P4293;2019;11;38,0;38528,80386747775;0,18181818181818182
PROV1485;P4371;2019;11;38,36363636363637;91948,87002202499;0,18181818181818182
PROV1485;P4433;2019;11;38,36363636363637;70673,41813474376;0,18181818181818182
PROV1485;P4438;2019;11;38,0;12845,937494107533;0,18181818181818182
PROV1485;P5069;2019;11;38,0;195477,72918339563;0,18181818181818182
PROV40000850;MP04998;2017;11;29,833333333333332;15092,724128091662;0,16666666666666666
PROV1876;MP05000;2017;11;34,27272727272727;26449,327925420846;0,09090909090909091
PROV2128;MP04999;2020;11;29,09090909090909;7507,761115902047;0,09090909090909091
PROV40000520;MP019121;2020;11;29,09090909090909;2324,6527223296234;0,09090909090909091
PROV2128;MP04998;2019;11;29,307692307692307;41530,18164857776;0,07692307692307693
PROV1441;MP019602;2020;11;29,903225806451612;57437,17176101998;0,03225806451612903
PROV1027;MP03121;2020;11;29,533333333333335;50758,411125300074;0,0
PROV1027;MP03122;2020;11;29,0;54890,10240766787;0,0
PROV1465;MP04209;2015;11;29,818181818181817;13065,957534309211;0,0
PROV1650;MP04244;2018;11;28,166666666666668;42753,791859240664;0,0
PROV1876;MP05000;2021;11;36,18181818181818;29741,957341712732;0,0
PROV40000850;MP04997;2018;11;33,63636363636363;20064,485605549737;0,0
PROV1475;MP08002;2016;10;31,272727272727273;51855,57565929195;1,0
PROV1756;P9227T;2017;10;24,6;5099,174132005185;1,0
PROV1061;P9250;2015;10;28,416666666666668;6541,703720631712;0,9166666666666666
PROV1061;P98101;2015;10;27,25;3402,8604449216887;0,9166666666666666
PROV1756;P9489;2017;10;26,916666666666668;3577,5128691357463;0,9166666666666666
PROV1976;P9518T;2020;10;31,583333333333332;3556,3717573962726;0,9166666666666666
PROV1976;P98181T;2020;10;29,25;2053,288407814006;0,9166666666666666
PROV1061;P9343T;2016;10;23,636363636363637;4628,6989168528435;0,9090909090909091
PROV1061;P9467;2016;10;26,181818181818183;1562,155603031992;0,9090909090909091
PROV1756;P9467;2019;10;22,636363636363637;2922,0503062447524;0,9090909090909091
PROV1976;P9280;2020;10;30,727272727272727;1475,0071074002853;0,9090909090909091
PROV1976;P9491;2017;10;24,636363636363637;3217,6855761640895;0,9090909090909091
PROV1003;MP03513;2018;10;25,7;0,0;0,9
PROV1061;P9319T;2016;10;24,4;1410,4957751304855;0,9
PROV1756;P9247T;2019;10;26,4;2923,604487732062;0,9
PROV1756;P98215;2019;10;23,0;1761,4908019631548;0,9
PROV1398;P9169;2015;10;31,0;2450,599309008015;0,8461538461538461
PROV1756;P9489;2019;10;27,23076923076923;3429,468997312522;0,8461538461538461
PROV1061;P9481T;2015;10;29,583333333333332;1670,429791398846;0,8333333333333334
PROV1475;MP02593;2018;10;32,083333333333336;127939,55198832555;0,8333333333333334
PROV1585;MP02593;2016;10;30,916666666666668;131822,32358923994;0,8333333333333334
PROV1756;P9289;2015;10;27,666666666666668;1157,476643206136;0,8333333333333334
PROV1976;P9585T;2020;10;32,416666666666664;2457,7430071837694;0,8333333333333334
PROV1756;P9476;2018;10;29,88235294117647;9515,439859188655;0,8235294117647058
PROV1061;SE5014;2016;10;31,818181818181817;3421,085602841767;0,8181818181818182
PROV1585;MP07027;2016;10;30,181818181818183;25821,948495474768;0,8181818181818182
PROV1976;P9277;2019;10;28,636363636363637;1497,4842108467965;0,8181818181818182
PROV1976;P9280;2019;10;26,09090909090909;1679,0723869025694;0,8181818181818182
PROV1061;P9117;2016;10;28,0;1280,7446041841786;0,8
PROV1398;P9228T;2015;10;30,9;2859,8451222122417;0,8
PROV1398;P9272;2015;10;30,9;1915,7546673404743;0,8
PROV1756;MP028257;2020;10;34,06666666666667;23578,157656272037;0,8
PROV1756;P9160T;2015;10;32,1;3557,6069627289376;0,8
