IDSupplier;Product;num_invoices;avg_lead_time_real;total_amount_eur;on_time_rate
PROV1485;P4230;52;30,615384615384617;16857,355014322464;0,3076923076923077
PROV40000850;MP04998;52;31,375;59903,66204606898;0,05357142857142857
PROV1485;P4359;50;30,096153846153847;29679,547265991507;0,34615384615384615
PROV1485;P4310;50;27,28;14008,68909576441;0,34
PROV40000850;MP04997;50;29,72;140713,7439576496;0,08
PROV40002065;MP02916;50;30,77358490566038;5519,124210529757;0,05660377358490566
PROV1485;P4152;49;27,82;14061,057498079057;0,34
PROV1756;P9477;47;28,0;13032,722417768995;0,8518518518518519
PROV1485;P4216;47;28,73469387755102;25731,58356551895;0,3469387755102041
PROV40002720;MP02926;47;28,16;29954,748344566255;0,04
PROV40002720;MP02974;47;31,857142857142858;41689,27872426974;0,02040816326530612
PROV1756;P9371;46;28,4;8181,987372839143;0,86
PROV1756;P9483;46;30,06;18636,376507915316;0,84
PROV1485;P4207;46;27,5531914893617;29007,103282953194;0,40425531914893614
PROV1485;P4237;46;30,583333333333332;24726,980529972097;0,3125
PROV40000850;MP04995;46;28,5;118407,31412672867;0,06521739130434782
PROV1756;P9226T;45;28,958333333333332;8828,428462937509;0,8333333333333334
PROV1756;P9492;45;29,725490196078432;19805,458368165782;0,7843137254901961
PROV1756;P9369;45;31,4;11504,384881950831;0,7555555555555555
PROV1485;P4409;45;27,68888888888889;141564,71400239738;0,4222222222222222
PROV1441;MP019604;45;31,125;83093,24325923141;0,125
PROV40000850;MP04999;45;29,355555555555554;29293,819774535943;0,08888888888888889
PROV40002065;MP02918;45;30,88888888888889;14831,937884354273;0,08888888888888889
PROV1485;DEP02498;44;26,65909090909091;7351,6446755719235;0,45454545454545453
PROV1485;P5104;44;28,90909090909091;24754,00493358064;0,38636363636363635
PROV1485;P5050;44;28,022222222222222;48851,344496276564;0,37777777777777777
PROV1649;P5051;44;31,77777777777778;505089,6975573245;0,13333333333333333
PROV1585;MP07027;43;28,791666666666668;446884,3835790699;0,9166666666666666
PROV1475;MP025188;43;28,57777777777778;350045,71204939834;0,9111111111111111
PROV1756;P9489;43;28,074074074074073;14491,92761103511;0,8518518518518519
PROV1485;P4287;43;26,26086956521739;39024,555587083356;0,41304347826086957
PROV40002065;MP02903;43;31,2;8003,711801819124;0,06
PROV40002720;MP02922;43;28,152173913043477;18478,865907122694;0,021739130434782608
PROV1585;MP025487;42;32,44444444444444;401958,56909985765;0,8333333333333334
PROV1485;MP028223;42;26,333333333333332;14593,25271490921;0,5
PROV1485;P4322;42;26,31111111111111;37025,083617783166;0,37777777777777777
PROV1129;MP07028;42;28,288888888888888;198724,97984939176;0,08888888888888889
PROV1398;SE91000;41;30,865384615384617;1138354,7302778177;0,8653846153846154
PROV1485;P5416;41;25,291666666666668;224195,9639105651;0,4583333333333333
PROV1485;P4270;41;27,146341463414632;20881,837532073565;0,34146341463414637
PROV1485;P5132;41;30,0;25024,970346380338;0,2682926829268293
PROV1485;P6137;41;32,520833333333336;32615,450561355494;0,22916666666666666
PROV1475;MP02532;40;32,104166666666664;255995,73247928388;0,9166666666666666
PROV1475;MP025107;40;30,8;233301,04340357453;0,8222222222222222
PROV1485;P4319;40;29,634146341463413;17804,56399821221;0,34146341463414637
PROV40001470;MP02921;40;30,88095238095238;36784,427001908756;0,07142857142857142
PROV1756;P9330;39;28,975;6439,187181789407;0,775
PROV1485;P5399;39;28,91111111111111;130106,3559426149;0,37777777777777777
PROV1485;P4391;39;26,928571428571427;34435,57560050788;0,35714285714285715
PROV1485;P5177;39;30,818181818181817;67012,83870107557;0,3181818181818182
PROV1485;P4341;39;29,675;19677,78061918781;0,3
PROV1485;P4349;39;32,256410256410255;21703,259722463816;0,28205128205128205
PROV1027;MP03152;39;29,357142857142858;210704,6848556852;0,07142857142857142
PROV40000500;MP03551;39;31,58974358974359;50183,165058197425;0,0
PROV1756;P9335T;38;31,09090909090909;33307,90872890454;0,7954545454545454
PROV1756;P9467;38;32,43589743589744;8579,501411580175;0,7435897435897436
PROV1485;P4193;38;27,36842105263158;11776,433940966392;0,39473684210526316
PROV1485;P5082;38;29,605263157894736;29893,851408926097;0,2894736842105263
PROV2128;MP04998;38;31,0;97062,93294763977;0,09302325581395349
PROV40000187;MP02421;38;28,789473684210527;72559,81352782321;0,05263157894736842
PROV1976;P9324;37;27,023809523809526;9189,171067118734;0,9047619047619048
PROV1398;P9240T;37;31,071428571428573;22640,22881538187;0,8809523809523809
PROV1976;P9280;37;28,357142857142858;6578,251672196239;0,8333333333333334
PROV1475;MP02569;37;32,595238095238095;150124,5925900004;0,8095238095238095
PROV1976;P9585T;37;31,19047619047619;9819,76556314565;0,8095238095238095
PROV1485;P4381;37;28,736842105263158;112383,65910890007;0,34210526315789475
PROV1485;P5187;37;29,486486486486488;14368,42582163376;0,32432432432432434
PROV40002720;MP02927;37;26,525;24781,67995444082;0,05
PROV1475;MP025279;36;27,8;236197,02442292738;0,925
PROV1585;MP025228;36;28,954545454545453;196701,76958406114;0,9090909090909091
PROV1976;P9562T;36;28,767441860465116;16094,667698924386;0,8837209302325582
PROV1976;P9491;36;27,476190476190474;21584,67787636181;0,8571428571428571
PROV1398;P9236T;36;30,63157894736842;18888,951666159104;0,8421052631578947
PROV1976;P9574;36;31,04255319148936;12678,599006620263;0,8085106382978723
PROV1485;MP028185;36;29,027027027027028;10349,407841975086;0,3783783783783784
PROV1485;P5103;36;27,61111111111111;9938,384845860699;0,3611111111111111
PROV1650;MP04245;36;29,7027027027027;81604,77862101396;0,10810810810810811
PROV40000520;MP019432;36;28,31578947368421;59391,55683100325;0,07894736842105263
PROV1129;MP02853;36;28,083333333333332;53685,48790308032;0,05555555555555555
PROV1397;MP03111;35;25,444444444444443;169759,7805549988;0,9444444444444444
PROV1061;P9331;35;29,394736842105264;6024,418065035153;0,868421052631579
PROV1398;P9259;35;31,35135135135135;16167,648052879005;0,8648648648648649
PROV1398;P9168;35;31,24390243902439;20683,602532187826;0,8536585365853658
PROV1398;P9193;35;29,78048780487805;22399,092680604248;0,8536585365853658
PROV1398;P9248T;35;31,4;36182,946081993505;0,85
PROV1398;P9072T;35;33,56410256410256;21207,01326878378;0,8461538461538461
PROV1976;P9497;35;29,871794871794872;7673,898662286714;0,8461538461538461
PROV1398;P9249;35;32,525;38256,13033471584;0,825
PROV1756;P9117;35;30,783783783783782;7363,459266687343;0,8108108108108109
PROV1756;P9334T;35;32,08571428571429;6050,805951023079;0,7428571428571429
PROV1398;P9294T;35;34,63636363636363;24454,181022584067;0,7272727272727273
PROV1485;P4231;35;28,166666666666668;6167,45203638765;0,3611111111111111
PROV1485;P4437;35;31,2972972972973;113835,95239422865;0,2702702702702703
PROV40002330;MP019205;35;29,38888888888889;14282,171544390814;0,1388888888888889
PROV1484;MP04210;35;28,52777777777778;53836,00897309842;0,08333333333333333
PROV40000500;MP03501;35;32,282051282051285;20141,198634826764;0,07692307692307693
PROV40000187;MP02437;35;32,189189189189186;74840,94921357227;0,02702702702702703
PROV1475;MP025251;34;32,525;278031,2095984712;0,925
PROV1475;MP02553;34;30,17948717948718;99196,94223473383;0,8717948717948718
PROV1398;P9357;34;31,894736842105264;19076,57742635755;0,8421052631578947
PROV1398;P9185;34;31,833333333333332;11647,786357982171;0,8333333333333334
PROV1398;P9187;34;31,794871794871796;7073,298445977773;0,8205128205128205
PROV1398;P9133;34;33,3421052631579;62911,815075634426;0,7105263157894737
PROV1485;P5440;34;23,29268292682927;97820,98662281675;0,4634146341463415
PROV1485;P4610;34;26,055555555555557;33843,41536225938;0,3888888888888889
PROV1485;P5145;34;27,441176470588236;23062,434966325713;0,38235294117647056
PROV1485;P5130;34;28,441176470588236;15122,103622021947;0,3235294117647059
PROV1649;P5081;34;28,583333333333332;34987,854422847384;0,1111111111111111
PROV40002065;MP02915;34;31,0;5196,914342753998;0,058823529411764705
PROV1014;P6049;34;32,1764705882353;32476,327628358926;0,029411764705882353
PROV1397;MP03112;33;28,0;365671,0747415369;0,9411764705882353
PROV1397;MP03119;33;27,294117647058822;216471,77423240477;0,9411764705882353
PROV1585;MP02578;33;31,52777777777778;236038,05964002782;0,9166666666666666
PROV1397;MP03149;33;25,61764705882353;43543,53420096572;0,9117647058823529
PROV1398;P9272;33;30,11111111111111;19913,469875021274;0,8611111111111112
PROV1756;P9495;33;27,352941176470587;7289,704134413255;0,8529411764705882
PROV1976;P9839;33;30,564102564102566;7788,209123282035;0,8461538461538461
PROV1061;P9324;33;31,529411764705884;6042,225393557756;0,8235294117647058
PROV1976;P9521T;33;28,58823529411765;14940,49509282065;0,8235294117647058
PROV1398;P9855;33;32,8421052631579;23476,091550843543;0,7894736842105263
PROV1398;P9297;33;33,5;18048,400639951928;0,7777777777777778
PROV1398;P9260;33;32,94444444444444;7196,167002257747;0,75
PROV1976;P98181T;33;30,97222222222222;6302,531138673627;0,75
PROV1485;P5419;33;24,55263157894737;20240,56318145569;0,4473684210526316
PROV1485;P4422;33;28,818181818181817;149793,71276933115;0,3939393939393939
PROV1485;P4174;33;26,363636363636363;8540,37614913421;0,36363636363636365
PROV1485;P5234;33;30,96969696969697;58903,67735482858;0,30303030303030304
PROV1485;P4201;33;32,696969696969695;19126,758493051148;0,24242424242424243
PROV1649;P7001;33;31,205882352941178;33781,23480968243;0,08823529411764706
PROV40000187;MP02416;33;28,166666666666668;52171,861940253264;0,08333333333333333
PROV1976;P9815T;32;28,375;9553,914946241432;0,90625
PROV1398;P9129;32;31,473684210526315;57263,30517168903;0,8947368421052632
PROV1397;MP03139;32;29,333333333333332;127831,97047532782;0,8484848484848485
PROV1976;P98209T;32;29,09090909090909;6937,148676526424;0,8484848484848485
PROV1756;P9344T;32;28,13157894736842;34908,109659083624;0,8421052631578947
PROV1756;P9580;32;29,785714285714285;25038,02708016382;0,8095238095238095
PROV1976;P9270;32;32,30555555555556;9957,709107569479;0,8055555555555556
PROV1976;P9583T;32;30,647058823529413;16642,40326819588;0,7647058823529411
PROV1475;MP025138;31;30,516129032258064;151198,389665953;0,9354838709677419
PROV1475;MP02550;31;27,08823529411765;125344,61373365855;0,9117647058823529
PROV1398;P98106;31;30,193548387096776;11669,751966792688;0,9032258064516129
PROV1475;MP02580;31;28,944444444444443;110827,6533855585;0,8888888888888888
PROV1398;P9138;31;30,666666666666668;23098,045535725425;0,8787878787878788
PROV1061;P9481T;31;29,63888888888889;11367,978910633134;0,8611111111111112
PROV1398;P9816;31;29,529411764705884;12595,83741644715;0,8235294117647058
PROV1398;MP02875;31;32,333333333333336;188389,20699282395;0,8181818181818182
PROV1976;P9123;31;29,5625;6041,768914223918;0,8125
PROV1485;P5350;31;25,142857142857142;114930,52376314208;0,4
PROV1485;P5040;31;26,6875;13810,53680333987;0,34375
PROV1485;P4433;31;31,64516129032258;157939,01755462209;0,3225806451612903
PROV1485;P4648;31;32,39393939393939;47780,894158632866;0,30303030303030304
PROV40000187;MP02423;31;28,228571428571428;40424,65360952771;0,11428571428571428
PROV1398;P9474;30;28,677419354838708;15683,210983776276;0,9354838709677419
PROV1585;MP02532;30;28,142857142857142;281825,906547864;0,9142857142857143
PROV1398;P9213;30;27,818181818181817;8705,90592768444;0,9090909090909091
PROV1756;P9558;30;26,40625;10024,541596901836;0,875
PROV1976;P9590T;30;28,71875;8129,330090029438;0,875
PROV1756;P9316;30;31,2;3367,929673557621;0,8666666666666667
PROV1428;P6359;30;28,2;67278,98987332468;0,8333333333333334
PROV1398;P9291T;30;29,852941176470587;17944,09663987473;0,8235294117647058
PROV1756;P9876;30;31,033333333333335;4471,227556745902;0,8
PROV1061;P9280;30;30,59375;3539,7016261256936;0,78125
PROV1976;P9277;30;33,333333333333336;5517,630812460497;0,7222222222222222
PROV1485;P5037;30;23,4;6172,171121479392;0,5
PROV1485;P4302;30;27,633333333333333;5736,030681158603;0,36666666666666664
PROV1485;P4390;30;30,7;82274,8886778669;0,3333333333333333
PROV1485;P4250;30;28,0;7901,637523265773;0,3225806451612903
PROV1650;MP04205;30;29,419354838709676;36787,64045951248;0,0967741935483871
PROV40002220;MP02479;30;30,363636363636363;73962,92446398977;0,09090909090909091
PROV40001825;MP03306;30;31,322580645161292;41799,99957925372;0,06451612903225806
PROV40002065;MP02941;30;32,21212121212121;3206,8870357616124;0,06060606060606061
PROV1900;P6046;30;32,8235294117647;150855,63499107293;0,058823529411764705
PROV1027;MP03121;30;28,68421052631579;149948,72442866256;0,02631578947368421
PROV1585;MP07017;29;28,025;163448,35966932614;0,875
PROV1585;MP07161;29;31,870967741935484;101838,85769005537;0,8709677419354839
PROV1428;P6229;29;28,433333333333334;28230,93532770155;0,8666666666666667
PROV1475;MP02542;29;29,941176470588236;119295,61864702025;0,8529411764705882
PROV1976;P9377T;29;27,5625;8631,20543654488;0,84375
PROV1398;P9228T;29;31,633333333333333;28538,95209953072;0,8333333333333334
PROV1976;P9830;29;28,633333333333333;5493,9762044103645;0,8333333333333334
PROV1976;P9352;29;32,28125;6193,521947357669;0,8125
PROV1585;MP07040;29;33,4375;259773,92007502035;0,78125
PROV1756;P9475T;29;34,3;7736,093534351648;0,7
PROV1485;P4486;29;30,17241379310345;14646,682014209471;0,41379310344827586
PROV1485;P4350;29;30,53125;16205,963862344126;0,34375
PROV40002220;MP024120;29;26,933333333333334;45886,523769303734;0,1
PROV1061;P9839;28;26,794117647058822;6391,059983010037;0,9117647058823529
PROV1398;P9239T;28;30,166666666666668;14932,12261417834;0,8666666666666667
PROV1398;P9176;28;29,103448275862068;13773,4991104757;0,8620689655172413
PROV1756;P9496;28;27,928571428571427;6161,395192207785;0,8571428571428571
PROV1398;P9254T;28;31,1;33377,320533794686;0,8333333333333334
PROV1756;P9526T;28;30,066666666666666;8085,147401183174;0,8333333333333334
PROV1585;MP02595;28;30,34285714285714;166168,2846275455;0,8285714285714286
PROV1756;P9160T;28;31,93103448275862;17498,408586587302;0,8275862068965517
PROV1976;P9572;28;29,428571428571427;4582,983297478187;0,8214285714285714
PROV1756;P98215;28;27,96551724137931;6629,782259661072;0,7931034482758621
PROV1976;P9331;28;30,5;4777,1458767596605;0,75
PROV1976;P9471T;28;30,35483870967742;10868,943882144975;0,7419354838709677
PROV1485;P5447;28;26,933333333333334;340829,3345189081;0,4666666666666667
PROV1485;P4271;28;30,857142857142858;6889,040566044538;0,35714285714285715
PROV1485;P7007;28;26,81081081081081;76808,47301915735;0,2702702702702703
PROV1485;P4265;28;30,142857142857142;7143,050276389179;0,21428571428571427
PROV40000520;MP019121;28;24,896551724137932;16732,833930272536;0,20689655172413793
PROV40000187;MP024118;28;28,448275862068964;46283,59080590167;0,10344827586206896
PROV40000187;MP02409;28;31,321428571428573;44570,0814233577;0,03571428571428571
PROV1129;MP07060;28;30,322580645161292;22983,782660677025;0,03225806451612903
PROV1397;MP03158;27;22,689655172413794;43665,209567873855;0,9310344827586207
PROV1398;P9499T;27;26,933333333333334;5848,448361712498;0,9
PROV1397;MP03142;27;26,862068965517242;68111,81210418919;0,896551724137931
PROV1398;P9134;27;30,275862068965516;16988,278237402763;0,8620689655172413
PROV1398;P9154;27;28,379310344827587;21049,686241234296;0,8620689655172413
PROV1061;P98193;27;32,666666666666664;10552,234779110251;0,8484848484848485
PROV1756;P9892;27;28,375;5662,099615396037;0,84375
PROV1976;P9518T;27;29,09375;8074,591047555912;0,84375
PROV1976;P98193;27;28,483870967741936;13997,867957066495;0,8387096774193549
PROV1585;MP08001;27;32,1;220750,6080033371;0,8333333333333334
PROV1061;P9319T;27;31,137931034482758;8491,247441838543;0,8275862068965517
PROV1398;P9210;27;28,74074074074074;4358,739050429986;0,8148148148148148
PROV1398;SE9021;27;33,54838709677419;45918,5485142444;0,7096774193548387
PROV1485;P5051;27;25,5625;31701,488237918085;0,40625
PROV40002720;MP02989;27;30,133333333333333;16204,732346188013;0,06666666666666667
PROV1398;P9164T;26;31,035714285714285;5955,172158160214;0,8928571428571429
PROV1585;MP07226;26;29,93103448275862;47618,535670748344;0,8620689655172413
PROV1398;MP02874;26;30,20689655172414;53867,495963118105;0,8275862068965517
PROV1976;P98102;26;29,666666666666668;6220,427619359644;0,8148148148148148
PROV1976;P9814T;26;29,653846153846153;6211,242862900602;0,8076923076923077
PROV1398;P9824;26;32,03448275862069;10933,840744687077;0,7931034482758621
PROV1976;P9304;26;31,5;2961,7023400967373;0,7857142857142857
PROV1756;P98180;26;33,18518518518518;4979,427248696174;0,7407407407407407
PROV1976;SE5144;26;33,65384615384615;9739,478048935014;0,7307692307692307
PROV1485;P4209;26;23,76923076923077;6116,7729017208;0,46153846153846156
PROV1485;P4352;26;24,307692307692307;5869,643637355286;0,46153846153846156
PROV40002065;MP02980;26;26,964285714285715;2547,685370259871;0,10714285714285714
PROV2128;MP04999;26;30,576923076923077;16003,954578246183;0,07692307692307693
PROV40000500;MP03504;26;35,53846153846154;16745,648014334798;0,0
PROV1585;MP07144;25;22,36;197968,52658715472;1,0
PROV1585;MP025441;25;30,535714285714285;144905,10996303597;0,9285714285714286
PROV1976;P9803;25;27,48148148148148;5123,2546268719825;0,9259259259259259
PROV1398;P9323;25;29,28;4266,689096999252;0,92
PROV1585;MP025426;25;29,2;105369,93191574515;0,92
PROV1976;P9229T;25;28,115384615384617;6018,697222700056;0,8846153846153846
PROV1756;P9326;25;27,0;7311,496087433391;0,8461538461538461
PROV1756;P9534;25;27,24;6637,178818927982;0,84
PROV1976;P9391T;25;32,03703703703704;9144,488011161266;0,8148148148148148
PROV1756;P9231T;25;30,03846153846154;4247,4479941509635;0,7692307692307693
PROV1976;P9802;25;33,48148148148148;3840,747181382638;0,7037037037037037
PROV1485;P5284;25;27,64;12770,429784525615;0,28
PROV40002220;MP02444;25;31,04;70413,53841913829;0,12
PROV40002220;MP02481;25;28,56;32983,94994912764;0,12
PROV1027;MP03122;25;29,678571428571427;102224,90986910801;0,07142857142857142
PROV40002220;MP02482;25;31,28;29088,919280452617;0,04
PROV40002720;MP02923;25;28,88;13475,383293967467;0,04
PROV1398;P9292T;24;26,85185185185185;8406,900455959982;0,9259259259259259
PROV1398;SE9047;24;29,821428571428573;101613,25959703267;0,8928571428571429
PROV1976;SE5131;24;28,037037037037038;6327,685293666003;0,8888888888888888
PROV1398;P9318T;24;28,84;5621,172428246388;0,88
PROV1475;MP025112;24;32,964285714285715;88643,85744093159;0,8571428571428571
PROV1061;P9343T;24;26,807692307692307;10024,964408288986;0,8461538461538461
PROV1061;P9238T;24;30,833333333333332;5615,322246801806;0,8333333333333334
PROV1475;MP025385;24;33,30769230769231;65960,43063764217;0,8076923076923077
PROV1756;P9339T;24;29,541666666666668;4540,901291836064;0,7916666666666666
PROV1976;P9321T;24;31,192307692307693;5452,37344541932;0,7692307692307693
PROV1756;P9122;24;31,75;3490,6581104775446;0,75
PROV1976;P9487T;24;32,63333333333333;9676,886015627611;0,7
PROV1485;P4008;24;28,0;12967,5019839667;0,38461538461538464
PROV1485;P4043;24;29,333333333333332;5264,902074651415;0,375
PROV1485;P4248;24;29,6;16819,944106036106;0,24
PROV1485;P4841;24;27,84;49590,38380679088;0,24
PROV1485;P4277;24;33,25;3340,515238839932;0,20833333333333334
PROV1485;P5192;24;32,625;9697,302394147795;0,20833333333333334
PROV40002220;MP02463;24;31,4;89880,38454588276;0,16
PROV40002220;MP02468;24;27,0;44142,344458885316;0,125
PROV40000187;MP02418;24;27,666666666666668;22627,338547941643;0,1111111111111111
PROV40000187;MP02959;24;30,46153846153846;18230,459078923544;0,0
PROV1585;MP07041;23;24,666666666666668;177084,2190018317;0,9583333333333334
PROV1475;MP025239;23;32,166666666666664;70143,54946236675;0,9166666666666666
PROV1756;P9319T;23;25,043478260869566;7719,703525752554;0,9130434782608695
PROV1475;MP02593;23;29,925925925925927;248301,10562412525;0,8888888888888888
PROV1585;MP08003;23;31,12;204133,88885035738;0,88
PROV1398;P9827T;23;27,5;6999,723269668775;0,875
PROV1061;P9321T;23;30,0;4587,177618448218;0,8695652173913043
PROV1061;P9815T;23;28,695652173913043;5205,5846033712;0,8695652173913043
PROV1585;MP025494;23;28,26086956521739;102781,62721030606;0,8695652173913043
PROV1976;P9837;23;27,347826086956523;3936,0229828204483;0,8695652173913043
PROV1061;P9491;23;29,76;6873,692872808231;0,84
PROV1398;P9221;23;30,041666666666668;4591,146231512354;0,8333333333333334
PROV1475;MP02587;23;34,0;75563,21797941574;0,8260869565217391
PROV1756;P9183;23;30,304347826086957;3778,730805581401;0,8260869565217391
PROV1976;P98200T;23;29,26086956521739;1977,3063383687947;0,8260869565217391
PROV1475;MP025316;23;34,16;73603,1295902042;0,8
PROV1398;P9075;23;31,208333333333332;3441,718388721525;0,7916666666666666
PROV1061;P9345;23;31,26086956521739;4456,217408364505;0,782608695652174
PROV1428;P6050;23;29,130434782608695;30968,533377137686;0,782608695652174
PROV1475;MP025386;23;32,78260869565217;72981,32208948501;0,782608695652174
PROV1585;MP07002;23;30,26086956521739;145006,90330444177;0,782608695652174
PROV1756;P9252;23;30,52173913043478;4792,2175350367015;0,782608695652174
PROV1976;P9345;23;28,304347826086957;4083,465645370983;0,7391304347826086
PROV1485;P4172;23;25,73913043478261;4051,9584682102027;0,43478260869565216
PROV1485;P5251;23;25,217391304347824;23727,79701810743;0,43478260869565216
PROV1485;P4360;23;25,08695652173913;17351,21488016633;0,391304347826087
PROV1485;P4171;23;29,153846153846153;17485,82062161921;0,38461538461538464
PROV1485;P4089;23;28,583333333333332;19264,154606014523;0,375
PROV40001000;MP02702;23;29,391304347826086;77565,99295333683;0,34782608695652173
PROV1485;P5400;23;26,62962962962963;209579,17262272956;0,3333333333333333
